,food_items,season,min_prize,max_prize,date,model prize
1746,Vanaspati oil,Monsoon,185.25,193.58,2022-12-06,189.41500000000002
1747,Gram,Summer,50.93,76.51,2024-01-10,63.72
1748,Milk,Winter,49.25,55.39,2023-04-09,52.32
1749,Vanaspati oil,Winter,165.77,200.55,2022-10-27,183.16000000000003
1750,Masur,Summer,78.99,93.77,2024-05-26,86.38
1751,Soya oil,Winter,247.14,248.2,2023-01-02,247.67
1752,Onion,Summer,43.16,67.57,2022-12-01,55.364999999999995
1753,Groundnut oil,Spring,146.56,162.25,2023-04-21,154.405
1754,Tea,Summer,176.22,197.51,2022-12-09,186.865
1755,Masur,Spring,89.77,101.69,2022-12-13,95.72999999999999
1756,Sugar,Winter,43.47,43.73,2024-08-19,43.599999999999994
1757,Sugar,Monsoon,28.09,53.35,2023-01-16,40.72
1758,Tea,Monsoon,141.65,207.15,2024-03-18,174.4
1759,Moong,Winter,82.87,109.34,2022-11-08,96.105
1760,Palm oil,Monsoon,153.97,159.49,2022-11-24,156.73000000000002
1761,Onion,Monsoon,44.36,62.47,2023-06-14,53.415
1762,Atta,Summer,27.31,48.49,2024-05-28,37.9
1763,Gur,Summer,43.39,60.19,2024-02-03,51.79
1764,Milk,Monsoon,48.46,51.76,2023-01-24,50.11
1765,Sugar,Monsoon,28.16,31.36,2023-08-21,29.759999999999998
1766,Tur,Summer,75.77,113.47,2023-05-02,94.62
1767,Rice,Spring,40.74,62.0,2024-04-15,51.370000000000005
1768,Gram,Spring,70.02,72.52,2022-08-31,71.27
1769,Mustard Oil,Winter,155.94,209.81,2023-11-06,182.875
1770,Tea,Spring,164.76,195.86,2024-06-22,180.31
1771,Salt,Spring,12.57,38.34,2023-08-16,25.455000000000002
1772,Wheat,Spring,33.54,39.13,2024-06-10,36.335
1773,Gram,Winter,69.88,79.15,2024-07-10,74.515
1774,Wheat,Winter,37.82,48.18,2022-11-17,43.0
1775,Wheat,Winter,38.12,50.68,2024-07-23,44.4
1776,Salt,Summer,20.45,26.35,2024-01-06,23.4
1777,Masur,Spring,69.76,100.99,2023-04-08,85.375
1778,Soya oil,Monsoon,241.32,258.9,2023-11-21,250.10999999999999
1779,Milk,Spring,42.1,62.63,2022-11-02,52.365
1780,Soya oil,Winter,212.78,230.75,2023-08-14,221.765
1781,Tur,Spring,94.84,114.52,2023-12-10,104.68
1782,Masur,Monsoon,77.26,82.01,2023-11-21,79.635
1783,Urad,Spring,70.92,96.96,2023-03-07,83.94
1784,Masur,Summer,67.5,108.24,2023-07-29,87.87
1785,Sunflower oil,Spring,156.28,166.41,2024-01-12,161.345
1786,Soya oil,Winter,211.68,229.63,2023-10-21,220.655
1787,Tea,Monsoon,109.95,200.65,2023-11-27,155.3
1788,Tur,Monsoon,89.97,108.41,2022-10-13,99.19
1789,Moong,Summer,74.27,91.53,2022-09-26,82.9
1790,Atta,Spring,42.53,46.2,2024-06-01,44.365
1791,Soya oil,Monsoon,154.79,176.81,2023-06-19,165.8
1792,Milk,Monsoon,45.0,72.43,2023-06-02,58.715
1793,Potato,Winter,32.96,33.43,2023-08-14,33.195
1794,Rice,Monsoon,40.52,68.57,2023-02-07,54.545
1795,Mustard Oil,Winter,184.33,190.06,2024-03-10,187.195
1796,Tur,Winter,88.31,95.93,2023-04-25,92.12
1797,Groundnut oil,Winter,153.57,180.73,2023-03-07,167.14999999999998
1798,Tea,Monsoon,111.62,216.0,2023-09-14,163.81
1799,Atta,Summer,44.48,53.61,2024-03-04,49.045
1800,Gram,Summer,56.44,93.4,2024-03-31,74.92
1801,Gram,Spring,70.45,88.23,2023-12-08,79.34
1802,Groundnut oil,Winter,162.33,186.01,2024-06-23,174.17000000000002
1803,Masur,Summer,83.38,97.21,2023-03-21,90.29499999999999
1804,Atta,Winter,38.21,53.38,2023-03-14,45.795
1805,Mustard Oil,Summer,189.85,193.63,2023-07-11,191.74
1806,Gram,Summer,59.44,65.38,2024-06-15,62.41
1807,Milk,Summer,44.84,51.9,2023-08-13,48.370000000000005
1808,Sugar,Summer,35.07,35.64,2022-11-11,35.355000000000004
1809,Tomato,Monsoon,34.28,45.03,2024-03-17,39.655
1810,Gram,Winter,51.31,81.11,2023-12-29,66.21000000000001
1811,Vanaspati oil,Spring,158.82,166.42,2024-07-07,162.62
1812,Salt,Monsoon,22.45,26.91,2023-03-13,24.68
1813,Mustard Oil,Winter,147.33,152.03,2024-03-16,149.68
1814,Mustard Oil,Spring,191.0,216.56,2023-01-14,203.78
1815,Salt,Winter,10.12,17.85,2024-01-10,13.985
1816,Tur,Summer,91.14,95.53,2022-10-29,93.33500000000001
1817,Tomato,Monsoon,26.54,32.61,2023-01-15,29.575
1818,Rice,Spring,53.48,85.16,2024-05-25,69.32
1819,Rice,Summer,49.08,77.15,2023-01-22,63.115
1820,Soya oil,Spring,193.83,201.15,2024-04-13,197.49
1821,Milk,Spring,47.21,74.8,2023-05-15,61.004999999999995
1822,Onion,Winter,49.46,66.82,2024-03-17,58.14
1823,Moong,Winter,74.87,90.46,2024-05-16,82.66499999999999
1824,Groundnut oil,Winter,188.18,205.8,2024-08-03,196.99
1825,Urad,Summer,73.29,94.06,2022-11-25,83.67500000000001
1826,Masur,Spring,62.13,78.52,2023-08-20,70.325
1827,Wheat,Summer,41.98,73.19,2023-02-16,57.584999999999994
1828,Moong,Winter,96.95,106.7,2024-06-01,101.825
1829,Atta,Monsoon,26.91,42.32,2024-02-23,34.615
1830,Masur,Winter,76.08,106.76,2022-10-27,91.42
1831,Urad,Monsoon,58.85,71.56,2023-04-29,65.205
1832,Rice,Spring,58.82,74.57,2024-06-23,66.695
1833,Soya oil,Spring,169.59,184.12,2023-02-14,176.85500000000002
1834,Vanaspati oil,Monsoon,174.26,217.7,2022-12-31,195.98
1835,Milk,Summer,55.58,79.41,2023-12-22,67.495
1836,Gur,Winter,44.57,58.46,2023-01-11,51.515
1837,Salt,Winter,10.03,39.05,2023-02-15,24.54
1838,Vanaspati oil,Summer,185.26,219.71,2023-05-21,202.485
1839,Milk,Spring,49.41,77.56,2024-02-06,63.485
1840,Tur,Summer,70.87,76.53,2023-10-23,73.7
1841,Onion,Spring,37.52,40.28,2024-07-07,38.900000000000006
1842,Vanaspati oil,Spring,146.15,193.68,2023-05-27,169.91500000000002
1843,Wheat,Monsoon,35.4,60.21,2023-04-02,47.805
1844,Gur,Monsoon,58.23,76.17,2024-04-17,67.2
1845,Urad,Monsoon,57.45,61.27,2022-09-18,59.36
1846,Groundnut oil,Winter,196.51,219.87,2023-08-31,208.19
1847,Vanaspati oil,Summer,166.21,195.6,2023-08-12,180.905
1848,Groundnut oil,Winter,140.17,196.86,2024-07-11,168.515
1849,Potato,Summer,28.44,53.78,2024-04-01,41.11
1850,Sunflower oil,Summer,144.64,146.58,2024-05-03,145.61
1851,Masur,Summer,70.05,102.35,2024-06-20,86.19999999999999
1852,Onion,Monsoon,43.76,60.36,2023-11-02,52.06
1853,Milk,Winter,53.45,69.51,2023-12-09,61.480000000000004
1854,Tea,Summer,164.11,198.79,2023-03-21,181.45
1855,Urad,Winter,66.0,91.76,2023-02-12,78.88
1856,Moong,Spring,81.08,99.58,2023-06-12,90.33
1857,Mustard Oil,Monsoon,168.1,181.05,2024-07-10,174.575
1858,Wheat,Winter,38.05,40.08,2023-04-04,39.065
1859,Gram,Summer,58.14,72.54,2023-12-13,65.34
1860,Gur,Winter,37.33,46.74,2023-05-12,42.035
1861,Sugar,Summer,29.99,37.95,2022-09-08,33.97
1862,Palm oil,Summer,141.01,149.56,2023-07-30,145.285
1863,Wheat,Winter,48.29,57.44,2024-06-05,52.864999999999995
1864,Tomato,Summer,17.45,39.74,2023-08-28,28.595
1865,Sugar,Winter,28.59,30.7,2024-06-02,29.645
1866,Soya oil,Monsoon,166.33,209.87,2024-02-14,188.10000000000002
1867,Milk,Spring,53.87,70.63,2024-04-10,62.25
1868,Soya oil,Spring,150.52,245.3,2022-09-22,197.91000000000003
1869,Groundnut oil,Monsoon,153.5,198.7,2023-10-26,176.1
1870,Salt,Monsoon,10.49,24.08,2023-10-30,17.285
1871,Palm oil,Monsoon,121.18,185.52,2022-09-16,153.35000000000002
1872,Gram,Monsoon,54.67,81.87,2023-07-12,68.27000000000001
1873,Gram,Monsoon,56.93,62.08,2023-03-16,59.504999999999995
1874,Potato,Winter,38.61,51.34,2023-04-10,44.975
1875,Palm oil,Monsoon,173.44,181.58,2024-02-02,177.51
1876,Gram,Spring,70.75,93.59,2022-09-11,82.17
1877,Rice,Winter,51.86,86.34,2024-03-18,69.1
1878,Tur,Spring,80.05,93.02,2022-12-17,86.535
1879,Tomato,Winter,34.91,54.04,2023-09-09,44.474999999999994
1880,Gur,Winter,40.72,73.61,2022-12-25,57.165
1881,Tea,Monsoon,134.25,218.22,2023-11-19,176.235
1882,Vanaspati oil,Winter,199.49,227.1,2022-10-31,213.29500000000002
1883,Sugar,Winter,36.47,44.86,2022-12-16,40.665
1884,Rice,Spring,45.93,69.19,2022-10-23,57.56
1885,Atta,Spring,38.43,58.14,2024-05-12,48.285
1886,Urad,Spring,55.11,79.17,2023-09-26,67.14
1887,Tur,Summer,83.08,90.77,2023-03-01,86.925
1888,Onion,Summer,41.06,49.04,2024-07-02,45.05
1889,Tea,Summer,153.51,166.82,2024-08-17,160.165
1890,Sugar,Winter,43.0,50.44,2022-12-18,46.72
1891,Masur,Winter,78.31,82.17,2023-02-27,80.24000000000001
1892,Mustard Oil,Monsoon,184.1,196.59,2023-10-06,190.345
1893,Moong,Summer,98.7,107.1,2023-04-14,102.9
1894,Atta,Spring,37.15,43.16,2022-12-28,40.155
1895,Groundnut oil,Winter,190.3,214.19,2024-01-05,202.245
1896,Soya oil,Winter,174.56,261.51,2024-06-03,218.035
1897,Gur,Winter,36.0,69.11,2023-03-05,52.555
1898,Gur,Spring,46.45,74.48,2024-07-18,60.465
1899,Gur,Monsoon,46.64,48.83,2022-12-02,47.735
1900,Atta,Winter,29.53,64.8,2022-11-16,47.165
1901,Wheat,Summer,38.35,44.23,2024-01-25,41.29
1902,Tomato,Winter,31.12,32.2,2023-12-23,31.660000000000004
1903,Tur,Monsoon,71.99,86.27,2024-01-26,79.13
1904,Salt,Monsoon,10.71,44.85,2023-08-10,27.78
1905,Tur,Spring,90.73,105.94,2024-08-01,98.33500000000001
1906,Soya oil,Summer,230.52,256.67,2023-10-27,243.59500000000003
1907,Tea,Spring,117.33,139.88,2023-03-02,128.605
1908,Potato,Summer,37.35,44.98,2024-05-14,41.165
1909,Tomato,Monsoon,23.95,36.09,2023-04-20,30.020000000000003
1910,Wheat,Winter,31.3,62.09,2022-09-21,46.695
1911,Soya oil,Spring,204.01,248.63,2023-07-17,226.32
1912,Sugar,Summer,30.56,44.57,2023-09-18,37.565
1913,Soya oil,Summer,169.26,211.54,2022-12-13,190.39999999999998
1914,Groundnut oil,Spring,175.74,217.55,2024-06-24,196.645
1915,Milk,Winter,53.27,67.31,2023-03-28,60.290000000000006
1916,Gram,Summer,60.41,64.06,2024-06-06,62.235
1917,Moong,Monsoon,84.31,89.85,2023-02-21,87.08
1918,Tur,Summer,87.47,111.22,2024-03-23,99.345
1919,Sunflower oil,Monsoon,166.79,173.68,2024-03-15,170.235
1920,Palm oil,Summer,143.81,154.09,2023-10-04,148.95
1921,Gur,Winter,56.95,75.94,2023-11-07,66.445
1922,Masur,Monsoon,83.25,84.78,2024-05-16,84.015
1923,Rice,Spring,56.7,64.53,2023-11-06,60.615
1924,Tea,Spring,111.97,196.41,2023-05-22,154.19
1925,Salt,Spring,13.17,29.11,2022-12-31,21.14
1926,Milk,Summer,50.52,56.81,2023-01-16,53.665000000000006
1927,Gram,Summer,62.31,64.04,2022-12-29,63.175000000000004
1928,Palm oil,Summer,120.0,190.43,2023-02-18,155.215
1929,Masur,Monsoon,72.47,106.53,2023-05-04,89.5
1930,Soya oil,Monsoon,199.63,229.97,2023-02-25,214.8
1931,Gur,Winter,42.4,45.47,2024-03-20,43.935
1932,Groundnut oil,Spring,151.68,193.25,2022-12-07,172.465
1933,Potato,Monsoon,35.26,48.64,2024-06-25,41.95
1934,Masur,Spring,82.75,87.05,2023-10-17,84.9
1935,Potato,Monsoon,31.66,56.67,2023-01-04,44.165
1936,Tur,Winter,76.54,86.43,2023-09-07,81.48500000000001
1937,Tea,Spring,174.84,211.51,2024-06-20,193.175
1938,Vanaspati oil,Spring,157.36,181.45,2023-01-22,169.405
1939,Sunflower oil,Winter,147.91,164.68,2023-09-27,156.29500000000002
1940,Wheat,Monsoon,45.6,60.2,2024-03-16,52.900000000000006
1941,Masur,Monsoon,83.21,105.87,2024-03-23,94.53999999999999
1942,Sugar,Winter,42.28,56.17,2022-10-10,49.225
1943,Tea,Summer,161.26,187.67,2024-01-05,174.46499999999997
1944,Urad,Summer,50.83,65.54,2023-06-21,58.185
1945,Tomato,Spring,16.27,33.23,2023-03-23,24.75
1946,Mustard Oil,Winter,199.46,217.69,2024-07-20,208.575
1947,Potato,Spring,33.51,38.49,2023-12-31,36.0
1948,Soya oil,Monsoon,176.2,191.5,2023-07-26,183.85
1949,Moong,Monsoon,95.28,102.21,2023-11-26,98.745
1950,Palm oil,Summer,153.74,160.27,2024-01-17,157.005
1951,Milk,Spring,42.48,55.52,2023-08-03,49.0
1952,Wheat,Winter,38.26,50.34,2022-12-09,44.3
1953,Groundnut oil,Summer,172.07,187.22,2023-11-24,179.64499999999998
1954,Vanaspati oil,Spring,193.81,197.09,2022-12-23,195.45
1955,Soya oil,Winter,182.48,241.05,2024-06-23,211.765
1956,Sugar,Monsoon,37.06,40.4,2023-06-05,38.730000000000004
1957,Milk,Winter,48.79,58.44,2023-05-28,53.614999999999995
1958,Tur,Monsoon,88.96,92.99,2023-09-01,90.975
1959,Tomato,Summer,28.41,40.74,2023-08-03,34.575
1960,Moong,Spring,78.25,109.46,2023-02-02,93.85499999999999
1961,Masur,Monsoon,65.64,72.39,2023-04-05,69.015
1962,Salt,Winter,10.23,40.18,2022-11-02,25.205
1963,Gram,Summer,62.31,79.2,2024-07-26,70.755
1964,Rice,Summer,43.44,48.46,2023-01-29,45.95
1965,Tur,Spring,80.01,100.65,2023-05-31,90.33000000000001
1966,Wheat,Summer,47.52,61.24,2023-09-25,54.38
1967,Tea,Winter,183.16,197.06,2024-01-07,190.11
1968,Sunflower oil,Summer,111.69,145.06,2024-01-29,128.375
1969,Tomato,Monsoon,16.7,29.03,2022-09-13,22.865000000000002
1970,Palm oil,Summer,179.11,197.02,2024-05-15,188.065
1971,Tur,Winter,77.09,93.22,2023-07-04,85.155
1972,Gur,Summer,45.78,71.92,2023-01-23,58.85
1973,Palm oil,Monsoon,122.01,125.02,2022-09-16,123.515
1974,Tomato,Summer,17.34,41.0,2023-04-27,29.17
1975,Groundnut oil,Summer,159.02,210.79,2023-01-12,184.905
1976,Potato,Summer,25.68,42.47,2022-09-30,34.075
1977,Gur,Winter,52.67,67.57,2024-03-11,60.12
1978,Tur,Spring,79.5,85.68,2024-06-16,82.59
1979,Rice,Winter,56.22,61.02,2023-05-08,58.620000000000005
1980,Vanaspati oil,Monsoon,205.75,218.84,2024-01-24,212.29500000000002
1981,Sugar,Summer,28.5,54.8,2024-01-24,41.65
1982,Masur,Monsoon,63.11,99.29,2023-10-24,81.2
1983,Sunflower oil,Summer,137.44,144.41,2023-09-29,140.925
1984,Gur,Monsoon,35.93,79.71,2024-08-16,57.81999999999999
1985,Mustard Oil,Monsoon,159.21,226.62,2024-01-20,192.91500000000002
1986,Sunflower oil,Winter,140.11,165.21,2024-06-20,152.66000000000003
1987,Sugar,Monsoon,26.82,63.12,2024-07-03,44.97
1988,Potato,Spring,34.66,47.8,2024-04-28,41.23
1989,Moong,Summer,73.61,81.76,2024-06-24,77.685
1990,Soya oil,Monsoon,193.22,221.03,2023-10-18,207.125
1991,Moong,Summer,86.74,89.28,2023-03-02,88.00999999999999
1992,Milk,Winter,40.81,60.84,2022-11-04,50.825
1993,Moong,Summer,70.86,73.79,2022-12-19,72.325
1994,Potato,Spring,27.53,29.54,2023-08-13,28.535
1995,Potato,Spring,27.71,35.52,2023-10-26,31.615000000000002
1996,Urad,Spring,55.63,73.59,2023-10-27,64.61
1997,Sugar,Spring,27.4,40.55,2024-01-06,33.974999999999994
1998,Milk,Summer,48.7,74.68,2024-07-13,61.690000000000005
1999,Tur,Spring,97.98,104.77,2022-09-18,101.375
2000,Sunflower oil,Summer,127.56,162.93,2024-01-29,145.245
2001,Mustard Oil,Summer,149.62,177.73,2024-06-15,163.675
2002,Rice,Summer,41.6,59.95,2024-02-28,50.775000000000006
2003,Tea,Winter,111.42,172.42,2023-02-24,141.92
2004,Gram,Spring,66.04,94.63,2024-06-28,80.33500000000001
2005,Gur,Winter,39.88,48.19,2023-06-15,44.035
2006,Urad,Summer,78.42,97.08,2022-12-31,87.75
2007,Potato,Summer,32.32,55.61,2024-01-06,43.965
2008,Gram,Spring,55.24,89.99,2023-07-15,72.615
2009,Milk,Winter,57.35,62.97,2022-11-05,60.16
2010,Gram,Summer,62.71,92.73,2023-10-31,77.72
2011,Rice,Monsoon,60.37,79.94,2023-11-11,70.155
2012,Mustard Oil,Spring,179.18,192.84,2022-09-30,186.01
2013,Vanaspati oil,Winter,208.49,218.12,2023-05-31,213.305
2014,Vanaspati oil,Monsoon,161.8,211.49,2023-04-09,186.645
2015,Gur,Winter,50.19,60.39,2024-06-17,55.29
2016,Rice,Summer,49.11,57.88,2023-03-23,53.495000000000005
2017,Wheat,Spring,31.96,58.89,2022-12-25,45.425
2018,Vanaspati oil,Summer,175.4,188.22,2023-03-04,181.81
2019,Tomato,Monsoon,16.1,16.84,2022-09-10,16.47
2020,Palm oil,Winter,164.31,171.03,2023-08-10,167.67000000000002
2021,Sugar,Winter,30.33,30.82,2023-12-14,30.575
2022,Tomato,Summer,18.01,50.36,2023-03-17,34.185
2023,Tomato,Summer,19.84,53.38,2023-03-04,36.61
2024,Milk,Monsoon,43.29,52.59,2023-06-29,47.94
2025,Soya oil,Monsoon,236.77,250.95,2022-10-14,243.86
2026,Masur,Winter,68.03,97.11,2024-05-22,82.57
2027,Sugar,Spring,26.02,60.74,2023-05-23,43.38
2028,Salt,Summer,22.62,24.54,2023-03-05,23.58
2029,Gram,Summer,69.97,94.03,2023-03-03,82.0
2030,Sugar,Spring,34.84,51.98,2022-12-26,43.41
2031,Tur,Spring,90.39,98.29,2024-01-18,94.34
2032,Urad,Spring,69.49,83.98,2024-03-11,76.735
2033,Gram,Winter,60.14,91.61,2023-05-31,75.875
2034,Sunflower oil,Spring,157.87,187.9,2023-07-29,172.885
2035,Gur,Monsoon,55.92,56.93,2024-07-03,56.425
2036,Onion,Winter,42.13,61.57,2022-12-04,51.85
2037,Tomato,Spring,28.3,35.56,2022-09-19,31.93
2038,Groundnut oil,Winter,159.79,162.14,2024-05-14,160.96499999999997
2039,Sugar,Summer,26.88,48.25,2023-07-03,37.565
2040,Sunflower oil,Summer,144.94,154.01,2024-02-03,149.475
2041,Masur,Winter,73.45,90.7,2024-06-02,82.075
2042,Milk,Summer,40.23,45.9,2024-06-11,43.065
2043,Soya oil,Summer,212.43,269.59,2022-10-01,241.01
2044,Masur,Winter,79.51,83.18,2024-06-30,81.345
2045,Sunflower oil,Spring,159.29,172.54,2024-05-27,165.915
2046,Salt,Summer,11.26,31.5,2024-06-11,21.38
2047,Moong,Winter,76.84,94.83,2022-10-14,85.83500000000001
2048,Onion,Winter,36.37,57.99,2023-09-01,47.18
2049,Palm oil,Monsoon,145.86,151.49,2023-07-24,148.675
2050,Wheat,Summer,35.39,55.21,2024-02-23,45.3
2051,Urad,Monsoon,73.68,73.94,2023-06-02,73.81
2052,Tomato,Monsoon,27.25,30.47,2022-08-23,28.86
2053,Rice,Summer,58.12,84.8,2023-12-18,71.46
2054,Salt,Spring,13.43,29.07,2023-07-02,21.25
2055,Moong,Monsoon,93.22,97.92,2024-05-21,95.57
2056,Onion,Monsoon,33.05,66.49,2023-03-31,49.769999999999996
2057,Atta,Monsoon,38.89,58.12,2023-05-01,48.504999999999995
2058,Milk,Winter,56.88,69.35,2022-10-12,63.114999999999995
2059,Soya oil,Winter,198.84,238.42,2023-02-04,218.63
2060,Urad,Winter,71.51,82.65,2022-09-08,77.08000000000001
2061,Tomato,Spring,16.9,22.07,2023-08-22,19.485
2062,Atta,Monsoon,44.48,45.54,2023-02-26,45.01
2063,Rice,Winter,61.35,88.39,2024-06-09,74.87
2064,Moong,Spring,73.88,107.19,2024-08-11,90.535
2065,Potato,Summer,26.05,34.09,2024-02-08,30.07
2066,Sunflower oil,Spring,161.16,187.39,2023-07-14,174.27499999999998
2067,Rice,Summer,50.41,75.46,2023-02-26,62.934999999999995
2068,Salt,Winter,12.64,38.2,2023-03-09,25.42
2069,Vanaspati oil,Monsoon,201.69,210.71,2023-12-07,206.2
2070,Tea,Summer,165.3,213.24,2023-06-23,189.27
2071,Vanaspati oil,Spring,141.08,217.17,2023-04-20,179.125
2072,Rice,Monsoon,57.16,70.76,2024-04-20,63.96
2073,Tur,Winter,85.68,113.96,2023-03-17,99.82
2074,Atta,Monsoon,39.44,52.25,2023-04-23,45.845
2075,Milk,Winter,49.75,76.95,2022-12-19,63.35
2076,Groundnut oil,Monsoon,146.26,153.32,2023-08-21,149.79
2077,Urad,Winter,70.36,91.17,2023-04-05,80.765
2078,Tea,Spring,156.84,173.42,2023-05-15,165.13
2079,Tomato,Monsoon,20.92,41.95,2024-05-03,31.435000000000002
2080,Wheat,Monsoon,36.82,55.9,2024-06-27,46.36
2081,Soya oil,Summer,183.21,227.51,2024-02-03,205.36
2082,Masur,Spring,66.88,75.42,2024-06-09,71.15
2083,Mustard Oil,Monsoon,191.38,206.28,2023-10-27,198.82999999999998
2084,Vanaspati oil,Winter,156.28,219.56,2023-09-21,187.92000000000002
2085,Tea,Spring,140.17,149.42,2023-02-13,144.795
2086,Gram,Spring,67.7,75.34,2024-02-26,71.52000000000001
2087,Soya oil,Monsoon,206.52,246.11,2023-10-20,226.315
2088,Groundnut oil,Winter,197.38,201.7,2023-01-30,199.54
2089,Milk,Summer,45.68,77.67,2022-10-20,61.675
2090,Wheat,Summer,47.96,60.11,2023-07-27,54.035
2091,Palm oil,Winter,164.09,178.93,2023-01-01,171.51
2092,Tea,Summer,141.01,153.37,2023-06-25,147.19
2093,Gram,Winter,63.05,71.44,2023-11-30,67.245
2094,Milk,Summer,52.67,63.56,2023-03-22,58.115
2095,Wheat,Monsoon,51.34,69.59,2023-05-19,60.465
2096,Sunflower oil,Summer,118.88,160.92,2024-08-01,139.89999999999998
2097,Sugar,Summer,39.27,52.51,2023-07-03,45.89
2098,Gram,Spring,52.85,74.06,2023-03-13,63.455
2099,Vanaspati oil,Monsoon,170.3,189.75,2023-08-23,180.025
2100,Urad,Winter,67.48,78.04,2024-08-14,72.76
2101,Tur,Summer,77.07,108.66,2023-09-03,92.865
2102,Atta,Winter,29.27,58.04,2024-04-14,43.655
2103,Milk,Monsoon,59.58,68.59,2023-05-21,64.08500000000001
2104,Groundnut oil,Winter,186.87,192.45,2024-06-26,189.66
2105,Wheat,Winter,49.93,74.06,2023-06-23,61.995000000000005
2106,Gur,Winter,47.93,56.13,2022-11-17,52.03
2107,Soya oil,Winter,166.08,261.34,2022-12-31,213.70999999999998
2108,Rice,Summer,49.74,69.75,2024-02-26,59.745000000000005
2109,Soya oil,Winter,193.34,226.7,2023-02-27,210.01999999999998
2110,Atta,Monsoon,40.31,63.4,2022-09-05,51.855000000000004
2111,Gur,Winter,50.92,78.75,2022-09-07,64.83500000000001
2112,Atta,Summer,28.81,49.22,2023-02-10,39.015
2113,Rice,Spring,60.57,81.61,2024-02-28,71.09
2114,Vanaspati oil,Spring,192.91,205.27,2024-04-27,199.09
2115,Milk,Monsoon,57.64,60.58,2022-11-19,59.11
2116,Gur,Summer,41.96,59.79,2023-01-11,50.875
2117,Tomato,Summer,26.84,35.16,2023-12-14,31.0
2118,Mustard Oil,Spring,203.55,215.5,2024-05-19,209.525
2119,Salt,Monsoon,11.51,38.94,2024-08-01,25.224999999999998
2120,Urad,Monsoon,78.96,86.25,2023-10-29,82.60499999999999
2121,Salt,Summer,18.32,33.88,2023-04-04,26.1
2122,Palm oil,Winter,168.1,172.94,2023-01-26,170.51999999999998
2123,Onion,Summer,46.83,63.55,2023-11-07,55.19
2124,Palm oil,Monsoon,122.1,166.26,2022-10-20,144.18
2125,Soya oil,Monsoon,152.8,210.98,2023-10-20,181.89
2126,Palm oil,Summer,155.96,183.92,2023-10-04,169.94
2127,Soya oil,Monsoon,242.69,250.8,2023-06-12,246.745
2128,Mustard Oil,Winter,199.12,213.08,2023-01-22,206.10000000000002
2129,Moong,Monsoon,90.01,114.24,2022-10-26,102.125
2130,Moong,Spring,91.72,114.22,2023-08-01,102.97
2131,Tomato,Summer,27.72,49.57,2023-05-10,38.644999999999996
2132,Gram,Monsoon,72.73,92.87,2022-10-04,82.80000000000001
2133,Gram,Summer,58.2,93.97,2024-06-26,76.08500000000001
2134,Sunflower oil,Summer,113.46,160.64,2023-04-21,137.04999999999998
2135,Soya oil,Summer,199.52,215.76,2023-01-04,207.64
2136,Wheat,Winter,43.38,45.47,2023-12-10,44.425
2137,Tea,Winter,155.37,210.59,2023-07-31,182.98000000000002
2138,Onion,Monsoon,32.82,44.92,2023-06-06,38.870000000000005
2139,Tomato,Monsoon,27.62,37.46,2023-03-08,32.54
2140,Urad,Summer,62.45,75.16,2023-09-03,68.805
2141,Urad,Spring,64.48,77.74,2024-08-18,71.11
2142,Soya oil,Monsoon,164.42,185.41,2022-10-20,174.915
2143,Potato,Summer,21.58,39.55,2024-01-12,30.564999999999998
2144,Palm oil,Monsoon,170.72,173.37,2023-11-07,172.04500000000002
2145,Mustard Oil,Spring,186.11,204.55,2023-10-21,195.33
2146,Tomato,Winter,32.43,40.63,2024-03-12,36.53
2147,Palm oil,Summer,161.67,176.97,2024-03-01,169.32
2148,Tur,Summer,86.26,112.41,2024-01-16,99.33500000000001
2149,Tur,Summer,99.04,101.87,2023-01-11,100.45500000000001
2150,Tea,Monsoon,152.91,161.78,2024-05-08,157.345
2151,Onion,Winter,30.61,60.07,2023-05-05,45.34
2152,Urad,Spring,79.5,91.71,2024-02-07,85.60499999999999
2153,Salt,Monsoon,11.09,13.18,2023-01-30,12.135
2154,Sugar,Monsoon,31.29,44.13,2023-11-13,37.71
2155,Mustard Oil,Monsoon,140.27,215.88,2022-11-03,178.075
2156,Mustard Oil,Spring,172.8,229.75,2022-09-25,201.275
2157,Gur,Summer,57.1,68.57,2023-04-12,62.834999999999994
2158,Urad,Winter,68.81,78.62,2023-12-05,73.715
2159,Tomato,Winter,21.07,25.49,2022-09-06,23.28
2160,Atta,Winter,35.91,38.29,2022-12-20,37.099999999999994
2161,Atta,Summer,33.94,43.93,2022-10-19,38.935
2162,Gur,Summer,54.76,64.39,2024-01-15,59.575
2163,Sugar,Spring,43.03,47.19,2023-08-19,45.11
2164,Palm oil,Spring,175.83,190.17,2024-01-07,183.0
2165,Gram,Summer,53.01,74.1,2023-04-24,63.55499999999999
2166,Gur,Monsoon,41.7,70.39,2023-03-17,56.045
2167,Vanaspati oil,Winter,185.59,188.38,2024-05-16,186.985
2168,Masur,Monsoon,72.53,105.77,2023-04-17,89.15
2169,Sunflower oil,Monsoon,134.47,175.76,2024-03-13,155.115
2170,Rice,Spring,43.4,83.8,2022-10-02,63.599999999999994
2171,Gur,Summer,47.56,78.3,2023-04-12,62.93
2172,Palm oil,Winter,152.24,188.98,2023-04-09,170.61
2173,Gram,Monsoon,74.3,89.4,2022-12-15,81.85
2174,Sunflower oil,Monsoon,144.64,161.27,2023-09-23,152.95499999999998
